id,host_listings_count,latitude,longitude,accommodates,bedrooms,minimum_nights,availability_30,number_of_reviews,review_scores_value,room_type,host_is_superhost,Houseboat,Room in boutique hotel,Room in hotel,Tower,price
1114,6,52.36718,4.92292,6,1.0,1,30,42,4.62,4,0,0,0,0,0,319.0
1115,1,52.35501,4.89342,4,2.0,1,30,6,4.6,4,0,0,0,0,0,636.0
1116,1,52.30057,4.98696,2,1.0,2,25,34,4.39,4,0,0,0,0,0,110.0
1117,0,52.383793,4.902429,2,1.0,1,30,0,4.643794288736118,2,1,0,1,0,0,861.0
1118,22,52.36586,4.88085,2,1.0,1,0,27,4.22,4,0,0,0,0,0,50.0
1119,1,52.37889,4.93095,2,1.0,2,4,208,4.66,2,0,0,0,0,0,75.0
1120,0,52.35131,4.91388,2,1.0,2,22,156,4.77,2,1,0,0,0,0,65.0
1121,1,52.35984,4.85391,4,1.0,1,3,5,4.2,4,0,0,0,0,0,200.0
1122,0,52.41093,4.90415,4,4.0,2,21,0,4.643794288736118,4,0,0,0,0,0,500.0
1123,1,52.36214,4.87618,2,1.0,3,20,126,4.54,2,1,0,0,0,0,79.0
1124,1,52.35261,4.80676,4,3.0,3,29,4,4.25,4,0,0,0,0,0,235.0
1125,0,52.36414,4.98215,3,2.0,3,0,1,4.0,4,0,0,0,0,0,236.0
1126,1,52.38153,4.87691,4,2.0,4,11,12,4.58,4,0,0,0,0,0,295.0
1127,0,52.37169,4.86386,2,1.0,3,0,5,4.6,4,0,0,0,0,0,75.0
1128,0,52.35204,4.84581,2,1.0,1,3,1,3.0,4,0,0,0,0,0,194.0
1129,1,52.38493,4.91443,4,2.0,2,0,1,5.0,4,0,0,0,0,0,120.0
1130,1,52.37274,4.88085,1,1.0,3,10,164,4.86,2,1,0,0,0,0,66.0
1131,0,52.38277,4.9088,12,3.0,2,26,4,4.5,4,1,0,0,0,0,557.0
1132,3,52.37053,4.853,1,1.0,2,0,20,4.1,2,0,0,0,0,0,70.0
1133,1,52.37245,4.88869,2,1.0,1,8,74,4.5,2,1,0,0,0,0,166.0
1134,2,52.36708,4.83835,1,1.0,1,0,43,4.86,2,1,0,0,0,0,56.0
1135,1,52.36665,4.86482,4,2.0,2,8,182,4.37,2,0,0,0,0,0,170.0
1136,1,52.34516,4.86432,2,1.0,3,3,49,4.64,4,0,0,0,0,0,100.0
1137,1,52.34336,4.89532,4,2.0,3,12,26,4.5,4,0,0,0,0,0,305.0
1138,1,52.38211,4.87291,2,1.0,3,1,61,4.43,4,0,0,0,0,0,80.0
1139,1,52.35387,4.93661,4,4.0,2,5,25,4.26,4,0,0,0,0,0,198.0
1140,1,52.35852,4.93452,4,4.0,3,0,12,4.5,4,0,0,0,0,0,200.0
1141,20,52.364883,4.880225,2,1.0,2,0,8,4.5,4,0,0,0,0,0,60.0
1142,2,52.36412,4.88757,4,3.0,3,7,60,4.48,4,0,0,0,0,0,299.0
1143,1,52.35059,4.8469,4,1.0,7,0,4,4.75,4,0,0,0,0,0,75.0
1144,1,52.33484,4.93675,4,2.0,1,30,1,4.643794288736118,4,0,0,0,0,0,250.0
1145,0,52.34069,4.90603,2,1.0,2,25,34,4.79,2,1,0,0,0,0,49.0
1146,0,52.35115,4.90429,5,2.0,2,0,1,5.0,4,0,0,0,0,0,175.0
1147,2,52.379513,4.892358,4,2.0,3,10,8,4.63,4,0,0,0,0,0,450.0
1148,5,52.37266,4.89522,1,1.0,60,30,41,4.59,2,0,0,0,0,0,136.0
1149,0,52.37389,4.87324,4,1.0,7,0,0,4.643794288736118,4,0,0,0,0,0,107.0
1150,1,52.35378,4.88702,4,1.0,4,23,33,4.68,4,0,0,0,0,0,175.0
1151,20,52.36588,4.88101,4,1.0,2,13,17,4.47,2,0,0,1,0,0,73.0
1152,3,52.37103,4.89583,2,1.0,1,24,130,4.49,2,0,0,0,0,0,62.0
1153,1,52.39706,4.90846,2,1.0,1,0,21,4.71,2,1,0,0,0,0,55.0
1154,1,52.3985,4.91342,2,1.0,2,0,123,4.87,2,1,0,0,0,0,80.0
1155,1,52.36415,4.88719,1,1.0,29,0,2,5.0,2,1,0,0,0,0,120.0
1156,0,52.36924,4.86025,8,4.0,3,1,48,4.47,4,0,0,0,0,0,325.0
1157,1,52.34482,4.91168,3,3.0,7,0,35,4.84,4,0,1,0,0,0,189.0
1158,0,52.38079,4.88536,2,1.0,2,0,109,4.53,4,1,0,0,0,0,150.0
1159,1,52.37464,4.87285,2,1.0,2,0,27,4.77,4,0,0,0,0,0,130.0
1160,0,52.34036,4.90611,2,1.0,1,20,34,4.56,2,1,0,0,0,0,37.0
1161,0,52.38627,4.92254,6,1.0,1,29,0,4.643794288736118,2,0,0,0,0,0,114.0
1162,0,52.39713,4.9573,4,2.0,7,2,5,5.0,4,0,0,0,0,0,150.0
1163,0,52.34796,4.84755,2,1.0,2,13,0,4.643794288736118,4,0,0,0,0,0,150.0
1164,1,52.37107,4.8719,5,2.0,3,0,4,5.0,4,0,0,0,0,0,179.0
1165,1,52.37633,4.89509,2,1.0,2,0,20,4.95,4,0,0,0,0,0,198.0
1166,1,52.38031,4.88858,4,2.0,3,16,54,4.57,2,0,0,0,0,0,164.0
1167,1,52.35412,4.89504,2,1.0,1,0,304,4.72,2,1,0,0,0,0,71.0
1168,0,52.37226,4.84877,2,1.0,2,0,10,4.5,4,1,0,0,0,0,150.0
1169,1,52.36179,4.92923,2,1.0,2,0,15,4.57,4,0,0,0,0,0,120.0
1170,1,52.41272,4.95286,4,1.0,2,15,39,4.9,2,1,0,0,0,0,97.0
1171,1,52.36666,4.86571,2,1.0,4,0,27,4.48,4,0,0,0,0,0,104.0
1172,1,52.3754,4.86312,2,1.0,3,0,28,4.65,4,0,0,0,0,0,200.0
1173,17,52.37858,4.88217,4,1.0,4,21,30,4.53,4,1,0,0,0,0,200.0
1174,15,52.3647,4.9089,2,1.0,7,27,3,5.0,4,0,0,0,0,0,151.0
1175,0,52.37615,4.89001,2,1.0,3,18,56,4.8,4,0,0,0,0,0,500.0
1176,2,52.37214,4.82013,2,1.0,7,11,7,4.71,2,0,0,0,0,0,100.0
1177,1,52.3578,4.78678,2,1.0,2,0,28,4.81,4,0,0,0,0,0,60.0
1178,3,52.34254,4.85815,2,1.0,1,30,8,4.88,4,1,0,0,0,0,180.0
1179,1,52.35245,4.94198,3,3.0,2,3,0,4.643794288736118,4,0,0,0,0,0,200.0
1180,0,52.37059,4.90639,2,1.0,1,0,6,4.83,2,0,0,0,0,0,83.0
1181,1,52.35591,4.90813,4,3.0,2,0,3,4.67,4,0,0,0,0,0,175.0
1182,1,52.36229,4.90017,3,1.0,3,19,169,4.72,2,1,0,0,0,0,149.0
1183,1,52.38065,4.88742,4,2.0,2,8,52,4.57,4,0,0,0,0,0,425.0
1184,1,52.35601,4.90013,4,2.0,2,0,36,4.69,4,0,0,0,0,0,250.0
1185,0,52.38599,4.9174,2,1.0,3,5,3,5.0,4,0,0,0,0,0,135.0
1186,3,52.36728,4.88603,2,1.0,7,25,116,4.78,4,1,0,0,0,0,165.0
1187,0,52.36729,4.8939,2,1.0,3,24,11,4.55,2,0,0,0,0,0,61.0
1188,1,52.37495,4.84774,2,1.0,2,0,3,4.67,4,0,0,0,0,0,140.0
1189,1,52.35982,4.86042,4,2.0,4,0,17,4.82,4,0,0,0,0,0,122.0
1190,2,52.36465,4.89798,4,2.0,2,0,21,4.81,4,0,0,0,0,0,440.0
1191,2,52.39173,4.8855,12,5.0,2,0,7,4.43,4,0,0,0,0,0,330.0
1192,20,52.36522,4.87915,4,1.0,2,19,15,4.4,2,0,0,1,0,0,73.0
1193,0,52.37395,4.90862,2,1.0,2,1,0,4.643794288736118,2,0,0,0,0,0,93.0
1194,1,52.37066,4.87405,2,1.0,2,3,169,4.86,2,1,0,0,0,0,110.0
1195,1,52.34212,4.79794,3,2.0,6,0,6,4.75,4,0,0,0,0,0,95.0
1196,2,52.37356,4.89861,2,1.0,3,0,73,4.66,2,0,0,0,0,0,99.0
1197,12,52.38516,4.90316,2,1.0,1,0,53,4.25,3,0,0,0,0,0,108.0
1198,1,52.35475,4.89229,2,1.0,2,0,37,4.53,4,1,0,0,0,0,170.0
1199,1,52.37392,4.87251,2,1.0,1,23,17,4.63,4,0,0,0,0,0,175.0
1200,1,52.35229,4.81457,4,3.0,7,11,46,4.49,4,0,0,0,0,0,175.0
1201,21,52.36574,4.86059,2,1.0,1,8,22,4.45,2,0,0,0,0,0,68.0
1202,3,52.42397,4.88864,2,1.0,3,19,317,4.49,3,1,0,0,0,0,69.0
1203,0,52.38553,4.87906,2,1.0,21,0,16,4.81,4,0,0,0,0,0,103.0
1204,0,52.37724,4.87939,4,1.0,3,28,5,4.4,4,0,0,0,0,0,350.0
1205,3,52.38259,4.88534,2,1.0,2,0,12,4.67,2,0,0,0,0,0,150.0
1206,1,52.37478,4.83669,4,1.0,3,29,19,4.47,4,1,0,0,0,0,250.0
1207,0,52.34649,4.86306,2,1.0,5,2,5,4.8,4,0,0,0,0,0,116.0
1208,1,52.36075,4.89281,2,1.0,4,0,3,4.67,4,0,0,0,0,0,121.0
1209,1,52.35685,4.89652,3,1.0,2,10,141,4.67,2,0,0,0,0,0,120.0
1210,0,52.37265,4.83512,2,1.0,5,0,1,4.0,2,1,0,0,0,0,49.0
1211,2,52.36939,4.85912,2,2.0,3,0,9,3.86,2,0,0,0,0,0,100.0
1212,1,52.38079,4.85919,2,1.0,2,0,23,4.9,2,1,0,0,0,0,45.0
1213,8,52.35477,4.89782,2,1.0,1,4,0,4.643794288736118,2,0,0,0,1,0,111.0
1214,1,52.36625,4.91226,2,1.0,2,11,1,4.0,4,0,0,0,0,0,190.0
1215,0,52.36189,4.85787,2,1.0,1,0,1,5.0,4,0,0,0,0,0,140.0
1216,1,52.37047,4.84998,2,1.0,3,0,22,4.86,4,0,0,0,0,0,149.0
1217,0,52.3744,4.87698,4,2.0,1,9,1,5.0,4,0,0,0,0,0,250.0
1218,0,52.3727,4.8497,2,1.0,1,0,1,5.0,4,0,0,0,0,0,106.0
1219,0,52.353836,4.862289,4,2.0,4,23,1,5.0,4,0,0,0,0,0,331.0
1220,1,52.36505,4.85071,4,2.0,2,0,3,4.0,4,0,0,0,0,0,150.0
1221,1,52.35103,4.91967,2,1.0,2,0,0,4.643794288736118,4,0,0,0,0,0,160.0
1222,1,52.38071,4.85738,2,1.0,7,0,50,4.8,4,1,0,0,0,0,90.0
1223,3,52.37674,4.89624,1,1.0,1,0,32,4.38,3,0,0,0,0,0,31.0
1224,0,52.37131,4.85792,2,1.0,2,0,0,4.643794288736118,4,0,0,0,0,0,204.0
1225,2,52.38479,4.88057,4,2.0,14,0,1,5.0,4,1,0,0,0,0,200.0
1226,0,52.35266,4.92079,2,1.0,4,0,0,4.643794288736118,4,0,0,0,0,0,150.0
1227,1,52.35905,4.8571,3,1.0,1,0,5,5.0,4,0,0,0,0,0,225.0
1228,20,52.38333,4.89335,2,1.0,2,14,26,4.58,4,1,0,0,0,0,176.0
1229,2,52.35514,4.87259,2,1.0,2,0,0,4.643794288736118,4,0,0,0,0,0,100.0
1230,718,52.3645,4.88221,2,1.0,1,30,0,4.643794288736118,4,0,0,0,0,0,209.0
1231,1,52.35246,5.01017,2,1.0,3,0,9,4.78,2,1,0,0,0,0,75.0
1232,2,52.39266,4.8705,2,1.0,3,0,2,5.0,4,0,0,0,0,0,120.0
1233,38,52.36978,4.91791,3,2.0,10,15,3,4.67,4,0,0,0,0,0,245.0
1234,1,52.36321,4.93647,2,1.0,3,0,1,5.0,4,0,0,0,0,0,136.0
1235,0,52.361374,4.883171,2,1.0,1,30,0,4.643794288736118,2,1,0,1,0,0,162.0
1236,16,52.37426,4.89926,2,1.0,2,21,109,4.66,2,1,0,1,0,0,104.0
1237,2,52.34335,4.89481,2,1.0,1,22,33,4.66,3,0,0,0,0,0,123.0
1238,1,52.36874,4.86693,4,4.0,2,2,4,5.0,4,0,0,0,0,0,300.0
1239,1,52.37375,4.96838,4,2.0,4,16,12,4.67,4,0,0,0,0,0,125.0
1240,1,52.41833,4.90519,4,2.0,4,0,19,4.44,4,0,0,0,0,0,180.0
1241,2,52.39871,4.90244,4,3.0,2,0,3,5.0,4,0,0,0,0,0,115.0
1242,0,52.35122,4.84653,2,2.0,3,0,2,4.0,4,0,0,0,0,0,165.0
1243,1,52.35358,4.93097,3,1.0,3,4,109,4.78,2,1,0,0,0,0,103.0
1244,1,52.38909,4.87677,2,1.0,3,0,13,4.92,4,0,0,0,0,0,60.0
1245,1,52.36021,4.80662,4,2.0,2,0,22,4.59,4,0,0,0,0,0,160.0
1246,1,52.35764,4.9067,2,2.0,3,7,354,4.73,4,0,0,0,0,0,125.0
1247,1,52.3528,4.88847,2,1.0,2,0,24,4.77,4,0,0,0,0,0,99.0
1248,1,52.37994,4.88759,4,2.0,3,26,53,4.67,4,1,1,0,0,0,449.0
1249,0,52.35924,4.85837,3,2.0,14,5,0,4.643794288736118,4,1,0,0,0,0,175.0
1250,0,52.36022,4.91218,4,2.0,3,0,6,4.67,4,0,0,0,0,0,180.0
1251,1,52.34075,4.94755,3,2.0,3,0,6,5.0,4,0,0,0,0,0,75.0
1252,1,52.38277,4.87186,2,1.0,2,0,42,4.67,4,1,0,0,0,0,80.0
1253,1,52.39259,4.91565,4,3.0,4,5,1,5.0,4,0,0,0,0,0,110.0
1254,1,52.35963,4.94314,2,1.0,2,0,54,4.57,4,1,0,0,0,0,80.0
1255,5,52.37754,4.90699,7,3.0,1,17,127,4.57,4,1,0,0,0,0,346.0
1256,35,52.36831,4.89463,2,1.0,3,16,33,4.52,2,0,0,0,0,0,61.0
1257,0,52.37264,4.89288,4,2.0,2,6,9,4.56,4,0,0,0,0,0,362.0
1258,1,52.37443,4.85949,2,1.0,2,0,17,4.76,4,0,0,0,0,0,104.0
1259,0,52.37265,4.89006,2,1.0,1,28,6,4.17,2,0,0,0,0,0,112.0
1260,1,52.35099,4.89315,4,2.0,3,0,11,4.73,4,0,0,0,0,0,130.0
1261,2,52.3551,4.92993,2,1.0,6,17,109,4.51,2,0,0,0,0,0,100.0
1262,2,52.34995,4.89352,2,1.0,1,16,5,4.8,2,1,0,0,0,0,50.0
1263,2,52.35734,4.89731,4,2.0,1,4,138,4.54,2,1,0,0,0,0,116.0
1264,7,52.41859,4.87143,6,3.0,1,0,50,4.6,4,1,0,0,0,0,145.0
1265,2,52.37048,4.85848,2,1.0,3,5,105,4.66,2,1,0,0,0,0,75.0
1266,2,52.37109,4.929013,2,1.0,2,13,214,4.56,2,1,0,0,0,0,54.0
1267,1,52.37554,4.88149,4,3.0,3,0,2,4.5,4,1,0,0,0,0,750.0
1268,1,52.36066,4.87167,4,1.0,2,0,37,4.22,4,0,0,0,0,0,188.0
1269,1,52.36259,4.86327,2,1.0,2,0,24,4.67,4,0,0,0,0,0,95.0
1270,1,52.34336,4.89708,2,1.0,2,1,12,4.33,2,0,0,0,0,0,80.0
1271,1,52.37819,4.89192,4,2.0,1,12,267,4.6,2,1,0,0,0,0,235.0
1272,2,52.37787,4.85125,2,1.0,1,10,293,4.59,2,0,0,0,0,0,55.0
1273,1,52.37122,4.88211,2,1.0,2,11,55,4.67,4,0,0,0,0,0,211.0
1274,1,52.38001,4.88587,2,1.0,4,10,73,4.44,2,1,0,0,0,0,85.0
1275,1,52.37862,4.8865,8,5.0,7,0,18,4.72,4,0,0,0,0,0,700.0
1276,1,52.34438,4.90522,4,1.0,2,5,3,3.67,4,0,0,0,0,0,200.0
1277,2,52.37871,4.84688,2,1.0,21,12,312,4.38,2,1,0,0,0,0,40.0
1278,0,52.37285,4.83154,2,1.0,1,0,3,4.67,4,0,0,0,0,0,125.0
1279,4,52.35852,4.90919,4,1.0,2,2,5,4.2,4,0,0,0,0,0,120.0
1280,0,52.40108,4.89329,16,8.0,2,25,18,4.5,4,1,0,0,0,0,730.0
1281,9,52.37795,4.84358,4,1.0,1,30,159,4.48,4,0,0,0,0,0,118.0
1282,0,52.357578,4.899054,2,1.0,7,14,0,4.643794288736118,4,0,0,0,0,0,275.0
1283,1,52.36757,4.86833,2,1.0,4,12,39,4.74,4,0,0,0,0,0,314.0
1284,1,52.35654,4.89015,2,1.0,3,6,49,4.81,4,1,0,0,0,0,150.0
1285,1,52.3704,4.91955,4,2.0,3,0,1,3.0,4,0,0,0,0,0,200.0
1286,1,52.35868,4.91359,2,1.0,2,5,53,4.66,4,0,0,0,0,0,159.0
1287,1,52.36998,4.87264,4,2.0,3,4,34,4.48,4,1,0,0,0,0,200.0
1288,1,52.36423,4.86834,2,1.0,4,11,37,4.74,4,0,0,0,0,0,99.0
1289,2,52.35377,4.90116,4,1.0,3,20,56,4.76,4,1,0,0,0,0,157.0
1290,1,52.38308,4.88416,2,1.0,3,2,72,4.89,4,0,0,0,0,0,136.0
1291,0,52.39847,4.90785,4,2.0,3,0,7,4.86,4,0,0,0,0,0,160.0
1292,2,52.35155,4.9929,6,4.0,5,11,15,4.8,4,0,0,0,0,0,448.0
1293,1,52.37468,4.87818,4,2.0,2,16,119,4.54,2,1,0,0,0,0,224.0
1294,0,52.38169,4.89023,4,2.0,2,13,170,4.71,4,1,0,0,0,0,220.0
1295,0,52.36158,4.86101,4,2.0,3,0,105,4.73,4,0,0,0,0,0,250.0
1296,1,52.36107,4.92479,4,2.0,3,0,3,4.67,4,0,0,0,0,0,105.0
1297,1,52.374283,4.901814,4,2.0,1,14,21,4.62,2,1,0,0,0,0,127.0
1298,8,52.3879,4.87553,2,1.0,1,30,1,3.0,2,1,0,1,0,0,103.0
1299,8,52.35456,4.89645,1,1.0,1,29,3,5.0,2,0,0,0,1,0,68.0
1300,2,52.32171,4.97212,2,1.0,3,4,50,4.33,2,0,0,0,0,0,59.0
1301,1,52.35954,4.86128,4,3.0,3,4,9,4.75,4,0,0,0,0,0,400.0
1302,1,52.36295,4.86213,2,1.0,2,6,38,4.22,4,0,0,0,0,0,120.0
1303,1,52.35503,4.92613,4,1.0,4,0,20,4.75,4,0,0,0,0,0,150.0
1304,2,52.35128,4.85429,3,1.0,8,29,26,4.61,4,0,0,0,0,0,180.0
1305,5,52.34838,4.78878,2,1.0,3,27,165,4.78,2,1,0,0,0,0,64.0
1306,1,52.36177,4.92791,4,2.0,2,0,21,4.75,4,0,0,0,0,0,250.0
1307,2,52.37115,4.86696,2,1.0,3,0,272,4.66,2,1,0,0,0,0,110.0
1308,2,52.37309,4.90737,3,1.0,3,20,4,4.75,2,1,0,0,0,0,138.0
1309,0,52.35185,4.89663,2,1.0,3,0,1,5.0,4,0,0,0,0,0,149.0
1310,1,52.36791,4.87181,2,1.0,1,0,221,4.7,2,1,0,0,0,0,100.0
1311,1,52.36397,4.86027,4,2.0,3,0,6,4.67,4,0,0,0,0,0,232.0
1312,2,52.35687,4.91875,4,2.0,20,0,12,4.91,4,0,0,0,0,0,110.0
1313,1,52.34783,4.83652,4,2.0,3,0,16,4.56,4,1,0,0,0,0,350.0
1314,1,52.39333,4.91358,4,2.0,2,17,81,4.63,4,0,0,0,0,0,160.0
1315,1,52.36794,4.87251,2,1.0,4,0,20,4.74,4,0,0,0,0,0,104.0
1316,0,52.39896,4.90301,2,1.0,4,0,2,5.0,4,0,0,0,0,0,114.0
1317,2,52.40469,4.90798,4,1.0,2,10,121,4.45,4,0,0,0,0,0,123.0
1318,2,52.35551,4.89749,4,2.0,2,0,11,4.55,4,0,0,0,0,0,175.0
1319,22,52.36479,4.88033,4,2.0,7,1,1,5.0,4,0,0,0,0,0,75.0
1320,1,52.374493,4.948655,2,1.0,2,24,39,4.79,2,1,0,0,0,0,125.0
1321,1,52.3585,4.8551,2,1.0,4,14,15,4.79,4,0,0,0,0,0,275.0
1322,1,52.36122,4.97921,2,1.0,1,17,70,4.51,2,0,0,0,0,0,55.0
1323,1,52.37602,4.83898,4,2.0,29,0,31,4.67,4,0,0,0,0,0,333.0
1324,0,52.38205,4.85851,2,1.0,10,30,1,1.0,2,0,0,0,0,0,90.0
1325,0,52.3601,4.88193,2,1.0,1,0,6,4.83,2,1,0,0,1,0,134.0
1326,2,52.35123,4.86009,2,2.0,3,1,51,4.82,4,1,0,0,0,0,139.0
1327,2,52.37125,4.89474,2,2.0,3,0,2,5.0,4,0,0,0,0,0,190.0
1328,1,52.35208,4.90807,3,1.0,3,0,5,4.2,4,0,0,0,0,0,69.0
1329,1,52.37462,4.93523,4,2.0,3,0,13,4.46,4,0,0,0,0,0,189.0
1330,0,52.39205,4.92644,6,4.0,3,0,5,4.6,4,0,0,0,0,0,450.0
1331,1,52.39984,4.92056,2,1.0,2,0,135,4.64,4,1,0,0,0,0,110.0
1332,6,52.38563,4.88134,2,1.0,3,18,4,4.75,4,0,0,0,0,0,80.0
1333,1,52.36768,4.85106,2,1.0,2,15,41,4.64,4,0,0,0,0,0,145.0
1334,0,52.3645,4.86025,2,1.0,4,7,2,4.0,4,0,0,0,0,0,71.0
1335,0,52.36884,4.91788,2,1.0,7,0,3,4.67,4,0,0,0,0,0,125.0
1336,5,52.34773,4.80685,2,1.0,2,30,0,4.643794288736118,2,0,0,0,0,0,350.0
1337,1,52.32322,4.88,2,1.0,3,0,1,5.0,2,1,0,0,0,0,65.0
1338,2,52.37427,4.88327,2,1.0,1,1,152,4.64,4,0,1,0,0,0,150.0
1339,1,52.37004,4.86469,4,4.0,2,0,26,4.88,4,0,0,0,0,0,260.0
1340,1,52.35294,4.91728,2,1.0,2,0,28,4.44,4,0,0,0,0,0,110.0
1341,4,52.37113,4.91338,4,1.0,3,19,140,4.31,4,0,0,0,0,0,181.0
1342,4,52.37252,4.89583,2,1.0,1,10,140,4.55,2,1,0,0,0,0,88.0
1343,7,52.37209,4.89885,6,2.0,3,16,7,4.71,4,0,0,0,0,0,339.0
1344,1,52.3825,4.85645,2,1.0,4,19,44,4.68,2,1,0,0,0,0,86.0
1345,1,52.36253,4.91458,2,1.0,5,4,2,5.0,4,0,0,0,0,0,199.0
1346,0,52.29158,4.96788,2,1.0,7,0,1,5.0,4,0,0,0,0,0,51.0
1347,2,52.37957,4.86845,2,1.0,3,4,55,4.38,4,0,0,0,0,0,125.0
1348,5,52.37065,4.89467,2,1.0,1,19,188,4.48,2,1,0,0,0,0,93.0
1349,2,52.3541,4.8815,2,1.0,2,5,55,4.91,4,0,0,0,0,0,140.0
1350,1,52.32061,4.94373,4,2.0,7,0,3,4.33,4,0,0,0,0,0,99.0
1351,1,52.37003,4.89923,2,1.0,1,7,367,4.77,2,1,0,0,0,0,95.0
1352,1,52.36245,4.904,2,1.0,3,6,190,4.76,2,1,0,0,0,0,70.0
1353,1,52.35944,4.82482,2,1.0,2,21,5,5.0,4,0,0,0,0,0,158.0
1354,0,52.31954079968224,4.869607423233326,2,1.0,7,30,0,4.643794288736118,4,0,0,0,0,0,99.0
1355,1,52.35088,4.84972,2,1.0,1,0,25,4.72,4,1,0,0,0,0,115.0
1356,1,52.35784,4.90919,2,1.0,2,0,18,4.67,4,0,0,0,0,0,169.0
1357,1,52.36842,4.92438,3,1.0,2,0,43,4.65,4,0,0,0,0,0,121.0
1358,0,52.36401,4.86664,2,1.0,3,0,4,4.75,4,0,0,0,0,0,150.0
1359,3,52.37486,4.87437,2,1.0,3,0,53,4.63,4,0,0,0,0,0,155.0
1360,0,52.3767,4.8919,2,1.0,2,15,281,4.73,2,1,0,0,0,0,103.0
1361,1,52.38472,4.96543,5,4.0,2,3,17,4.65,4,0,0,0,0,0,205.0
1362,0,52.36728,4.85132,2,1.0,2,0,16,4.81,2,1,0,0,0,0,88.0
1363,1,52.37763,4.83702,2,1.0,5,9,16,4.69,4,1,0,0,0,0,111.0
1364,0,52.36479,4.90458,6,3.0,7,10,2,4.5,4,0,0,0,0,0,209.0
1365,1,52.35969,4.79162,4,2.0,2,23,20,4.63,4,0,0,0,0,0,250.0
1366,4,52.38786,4.88604,4,1.0,7,0,1,5.0,4,0,0,0,0,0,122.0
1367,1,52.37418,4.86866,4,2.0,3,9,27,4.2,4,0,0,0,0,0,145.0
1368,0,52.35998,4.89264,2,1.0,1,16,52,4.35,2,0,0,0,1,0,79.0
1369,1,52.35571,4.90869,2,1.0,2,0,13,4.62,4,0,0,0,0,0,100.0
1370,1,52.38501,4.86642,3,2.0,4,0,23,4.43,4,0,0,0,0,0,132.0
1371,0,52.36937,4.91548,2,1.0,3,0,5,4.4,4,0,0,0,0,0,155.0
1372,3,52.35554,4.89705,4,2.0,3,1,21,4.62,4,1,0,0,0,0,167.0
1373,6,52.368271,4.923936,4,1.0,1,26,43,4.26,4,0,0,0,0,0,261.0
1374,1,52.36331,4.85331,4,3.0,30,0,27,4.73,4,1,0,0,0,0,229.0
1375,1,52.38044,4.83816,2,1.0,3,0,90,4.6,4,0,0,0,0,0,90.0
1376,2,52.34859,4.90265,4,1.0,3,28,2,5.0,4,0,0,0,0,0,230.0
1377,1,52.39289,4.91633,6,3.0,3,0,10,4.8,4,0,0,0,0,0,230.0
1378,1,52.34825,4.93682,4,4.0,2,0,14,4.86,4,0,0,0,0,0,150.0
1379,1,52.34255,4.90114,2,1.0,3,0,2,4.5,4,0,0,0,0,0,120.0
1380,1,52.3686,4.87465,3,3.0,2,0,19,4.69,4,1,0,0,0,0,315.0
1381,1,52.37318,4.88886,2,1.0,3,0,69,4.71,4,1,0,0,0,0,229.0
1382,8,52.34702,4.83143,2,1.0,1,30,0,4.643794288736118,2,0,0,0,1,0,136.0
1383,2,52.375519,4.882921,2,1.0,1,9,101,4.7,2,1,0,0,0,0,49.0
1384,0,52.3601,4.88193,4,1.0,1,0,9,4.78,2,1,0,0,1,0,208.0
1385,1,52.36935,4.86748,6,4.0,2,6,60,4.66,4,0,0,0,0,0,486.0
1386,2,52.35616,4.90086,2,1.0,2,23,0,4.643794288736118,2,0,0,0,0,0,137.0
1387,3,52.37223,4.89534,2,1.0,2,17,135,4.64,2,1,0,0,0,0,83.0
1388,2,52.36894,4.89988,2,2.0,2,0,7,4.86,2,0,0,0,0,0,137.0
1389,0,52.34907,4.77346,4,2.0,2,19,13,4.7,4,0,0,0,0,0,196.0
1390,2,52.35094,4.83096,2,1.0,4,12,107,4.55,2,0,0,0,0,0,65.0
1391,0,52.38165,4.87645,4,2.0,3,0,2,5.0,4,0,0,0,0,0,75.0
1392,1,52.38591,4.87836,2,1.0,2,9,7,4.86,4,0,1,0,0,0,275.0
1393,1,52.31021,5.01813,5,4.0,7,0,4,4.25,4,0,0,0,0,0,350.0
1394,1,52.3762,4.88435,2,1.0,2,18,1,5.0,2,0,0,0,0,0,264.0
1395,4,52.36315,4.90779,2,1.0,7,28,1,5.0,4,1,0,0,0,0,158.0
1396,0,52.29103,4.99251,4,3.0,15,0,0,4.643794288736118,4,0,0,0,0,0,97.0
1397,1,52.35443,4.91673,3,1.0,3,0,46,4.7,4,0,0,0,0,0,179.0
1398,1,52.38716,4.87407,4,3.0,5,0,7,5.0,4,0,0,0,0,0,380.0
1399,6,52.36678,4.86705,2,1.0,1,7,0,4.643794288736118,4,0,0,0,0,0,175.0
1400,1,52.37915,4.85889,2,2.0,2,0,17,4.81,4,0,0,0,0,0,95.0
1401,1,52.39147,4.88684,2,1.0,2,0,121,4.88,2,1,0,0,0,0,80.0
1402,1,52.34706,4.86147,2,1.0,1,5,5,4.4,4,0,0,0,0,0,88.0
1403,0,52.30032,4.97542,1,2.0,2,19,4,5.0,2,0,0,0,0,0,42.0
1404,2,52.35301,4.89872,4,1.0,1,14,2,5.0,4,1,0,0,0,0,136.0
1405,1,52.36604,4.9402,2,1.0,2,15,25,4.57,4,0,0,0,0,0,175.0
1406,1,52.35876,4.85966,4,2.0,4,6,40,4.74,4,0,0,0,0,0,199.0
